workerid,rt,color_other,color_target,n_total,response,n_target,slide_number_in_experiment,count,colorblind,language,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,8264,red,black,100,"[u'less than half', u'a minority of them']",58,12,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6376,orange,black,5,"[u'only 2', u'just 2']",3,13,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8347,black,orange,100,"[u'the majority of them', u'nearly all of them']",87,14,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,99610,black,orange,10,"[u'half of them', u'exactly half']",5,15,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,10084,blue,red,100,"[u'the majority', u'most of them']",75,16,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6315,black,orange,5,"[u'all of them', u'every one']",5,17,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,10643,black,red,25,"[u'little more than half', u'the majority of them']",15,18,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,13108,blue,red,5,"[u'none', u'none at all']",0,19,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6938,black,red,25,"[u'all of them', u'every single one']",25,20,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,9475,black,orange,10,"[u'the majority', u'all but one']",9,21,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,10313,black,orange,10,"[u'less than half ', u'a minority of them']",3,22,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8822,blue,orange,5,"[u'only trwo', u'just two']",2,23,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,8075,orange,blue,100,"[u'around half of them', u'about half']",41,24,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,9882,orange,black,25,"[u'a minority', u'about a quarter']",9,25,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6447,black,orange,100,"[u'very few', u'not many']",91,26,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
0,6588,black,red,25,"[u'only a few', u'not many']",3,27,english,yes,english,1,Male,28,,,Yes,1,Windows,1080,1920,Firefox,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3FUI0JHJPXX9O7W3SU8AX6S9IIF338,0,Submitted,Fri Mar 04 01:21:36 PST 2016,Thu Mar 03 08:33:08 PST 2016,Thu Mar 03 08:41:36 PST 2016,,,,,,[],{},8.40725
1,25463,blue,red,10,"[u'All of them', u'Ever single one']",10,2,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
1,10910,orange,blue,10,"[u'half of them', u' about half of them']",5,3,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
1,8267,orange,blue,5,"[u'all of them', u'every single one']",5,4,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
1,15757,red,blue,100,"[u'some of them', u'half of them']",38,5,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
1,15717,orange,blue,100,"[u'some of them', u'small amount ']",16,6,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
1,6476,blue,red,25,"[u'most of them', u'about half']",17,7,english,no,English ,1,Male,25,,none,Yes,2,Windows,768,1366,Chrome,31JUPBOORM39JOU4KF24WPYEOX9L8U,3EETFKUFDZ5K49A3YH7P1EQVTHM6FF,Language study,A 15-minute study where you give brief descriptions of situations.,language experiment study communication stanford fun cognitive science,$0.80,Thu Mar 03 08:32:56 PST 2016,20,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Sat Apr 02 09:32:56 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=31JUPBOORM39JOU4KF24WPYEOX9L8U,3Z2R0DQ0JHDNDNGHDEB1XNRE3T5E2Z,1,Submitted,Fri Mar 04 01:22:29 PST 2016,Thu Mar 03 08:33:02 PST 2016,Thu Mar 03 08:42:29 PST 2016,,,,,,[],{},9.379966666666666
