workerid,rt,color_other,color_target,n_total,target_quantifier,response,n_target,slide_number_in_experiment,count,colorblind,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes,Answer.country_of_birth,Answer.country_of_residence,Answer.native_language,Answer.father_country_of_birth,Answer.mother_country_of_birth,Answer.childhood_language,Answer.preferred_language
1,42635,white,black,10,none,[u'@ninguno@ de los puntos son negros.'],0,5,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,38358,white,black,100,most,[u'la @mayoria@ de los puntos son negros.'],75,6,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,12649,black,white,100,some,[u'@algunos@ de los puntos son blancos.'],25,7,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,15440,black,white,100,all,[u'@todos@ los puntos son blancos.'],100,8,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,16439,black,white,100,many,[u'@varios@ de los puntos son blancos.'],65,9,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,17311,black,white,25,less than half,[u'@menos de la mitad@ de los puntos son blancos.'],8,10,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,46896,black,white,10,a few,[u'@unos pocos@ puntos son blancos.'],3,11,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,15231,black,white,100,almost all,[u'@casi todos@ los puntos son blancos.'],90,12,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,19689,black,white,10,half,[u'la @mitad@ de los puntos son blancos.'],5,13,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
1,10894,black,white,10,two,[u'@dos@ de los puntos son blancos.'],2,14,Spanish,no,2,Male,22,,English,Yes,2,Windows,768,1360,Firefox,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PW9OPU9PRSD69W2L6KL0Y90SGJ21N,1,Submitted,Fr Jul 14 21:00:20 MESZ 2017,Do Jul 13 20:53:09 MESZ 2017,Do Jul 13 21:00:20 MESZ 2017,,,,,,[],{},7.00345,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Peru""","""Spanish""","""Spanish"""
2,51383,black,white,10,a few,"[u'@Unos pocos@ de los puntos son blancos', u'@Algunos@ puntos son blancos']",3,5,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
2,19288,black,white,10,half,[u'@la mitad@ de los puntos son blancos'],5,6,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
2,17999,white,black,100,all,[u'@Todos@ los puntos son negros'],100,7,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
2,19879,white,black,10,none,[u'@Ninguno@ de los puntos son negros'],0,8,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
2,24249,black,white,100,most,"[u'@La mayor\xeda@ de los puntos son blancos', u'@Casi todos@ los puntos son blancos']",75,9,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
2,14392,white,black,25,less than half,[u'@Menos de la mitad @ de los puntos son negros'],8,10,Spanish,no,2,Female,24,"It was fast to do, I think some of the first dot images did not have a space to translate them",None.,Yes,2,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3PH3VY7DJM5WDLFH71IKGZ9192QWZN,2,Submitted,Fr Jul 14 21:01:00 MESZ 2017,Do Jul 13 20:50:40 MESZ 2017,Do Jul 13 21:01:00 MESZ 2017,,,,,,[],{},10.2811,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""English"""
