workerid,rt,color_other,color_target,n_total,target_quantifier,response,n_target,slide_number_in_experiment,count,colorblind,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.language_information,Answer.time_in_minutes
1,41030,black,white,10,two,[u'@dos@ de los puntos son blancos'],2,5,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,27843,white,black,10,a few,"[u'@unos pocos@ de los puntos son negros', u'@algunos@ de los puntos son negros']",3,6,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,10000,white,black,10,half,[u'@la mitad@ de los puntos son negros'],5,7,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,38067,black,white,100,some,[u'@algunos@ de los puntos son blancos'],25,8,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,10623,black,white,100,most,[u'@la mayor\xeda@ de los puntos son blancos'],75,9,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,13974,white,black,100,all,[u'@todos@ los puntos son negros'],100,10,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,11926,white,black,10,none,[u'@ninguno@ de los puntos son negros'],0,11,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,12165,black,white,100,many,[u'@muchos@ de los puntos son blancos'],65,12,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,12160,black,white,25,less than half,[u'@menos de la mitad@ de los puntos son blancos'],8,13,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
1,8424,black,white,100,almost all,[u'@casi todos@ los puntos son blancos'],90,14,,no,1,Male,25,,,Yes,3,Windows,720,1280,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3II4UPYCOKFOQNEZ3AUHXI8CW97DQO,1,Submitted,Mi Jul 12 12:52:44 MESZ 2017,Mo Jul 10 20:48:04 MESZ 2017,Mo Jul 10 20:52:44 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Venezuela"",""country_of_residence"":""Venezuela"",""native_language"":""Spanish"",""father_country_of_birth"":""Venezuela"",""mother_country_of_birth"":""Venezuela"",""childhood_language"":""Spanish"",""preferred_language"":""Spanish""}",4.4500166666666665
2,61768,black,white,10,half,[u'@polovina@ od tockite se beli.'],5,5,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,18155,white,black,100,most,[u'@poveketo@ od tockite se crni.'],75,6,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,51689,white,black,100,almost all,"[u'@skoro site@ tocki se crni.', u'@recisi site@ tocki se crni.', u'@pretezno site@ tocki se crni.']",90,7,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
